1000 100000
564 657 12
917 975 85
938 448 80
796 91 36
591 972 52
536 47 89
92 413 5
831 633 77
636 454 58
832 729 28
637 729 79
377 545 41
803 236 64
191 65 96
558 818 16
573 97 36
267 827 83
451 819 27
176 479 99
742 590 71
321 865 98
982 902 45
2 966 66
571 981 89
614 745 86
320 585 32
865 54 40
821 324 97
841 619 19
186 366 81
932 502 40
139 612 68
41 247 42
730 829 64
148 624 38
333 925 53
157 826 4
831 58 53
692 397 67
445 19 60
664 573 93
32 269 11
167 325 36
961 462 49
109 443 63
768 132 77
596 119 49
999 50 50
322 787 67
486 66 17
480 616 54
863 489 83
248 318 56
650 309 11
750 215 52
112 95 17
379 997 16
638 902 45
646 155 29
653 544 37
692 1 80
522 838 25
11 472 20
223 950 7
497 239 19
62 712 19
455 32 27
429 28 11
933 25 64
489 70 50
601 195 94
644 97 83
322 917 10
385 261 32
28 831 61
470 196 59
146 742 5
71 737 96
7 1 52
784 64 62
206 393 85
632 177 56
659 317 13
644 740 21
178 634 44
948 150 74
603 443 47
866 9 9
579 65 94
638 842 70
260 380 64
830 741 70
200 4 1
569 532 48
592 954 50
486 923 45
928 275 19
381 930 53
837 788 58
653 78 8
286 347 15
937 770 75
596 355 7
835 701 29
433 318 73
558 82 69
538 481 6
240 73 79
485 439 25
973 725 34
148 647 45
359 63 46
335 648 60
94 378 74
55 827 31
781 780 65
660 8 65
597 632 93
318 503 83
840 784 90
40 339 26
143 825 89
95 556 80
477 510 50
601 429 34
688 1 33
351 208 55
512 265 21
742 296 48
566 590 55
43 4 48
22 721 57
464 665 31
141 357 59
907 274 92
786 234 91
28 869 100
273 672 2
909 976 68
578 809 28
864 199 8
839 682 39
358 38 64
703 580 17
759 338 91
994 946 39
506 522 80
566 838 100
441 173 11
66 222 74
222 944 36
474 247 56
312 846 68
255 20 85
974 577 16
411 540 58
445 781 14
381 964 68
348 283 19
573 42 38
258 822 30
823 771 65
755 331 96
158 22 32
65 746 100
649 861 26
385 646 93
792 605 6
589 124 76
683 829 50
249 389 92
829 31 40
634 788 60
685 181 52
525 792 34
696 634 16
820 61 56
890 827 91
615 629 13
921 612 62
94 705 77
732 379 65
272 618 51
88 506 34
434 723 18
828 814 40
314 519 62
400 421 86
547 981 45
417 531 70
870 179 6
333 260 76
503 792 50
463 628 23
368 223 83
131 326 50
754 588 67
52 111 48
670 623 68
387 844 55
870 950 40
936 999 94
592 302 76
190 737 95
752 88 56
703 816 39
646 559 29
13 819 47
396 425 92
503 401 85
474 812 11
84 113 25
870 569 22
534 152 61
474 55 7
967 731 41
455 982 42
746 290 2
863 290 12
99 302 62
849 98 95
593 21 18
514 166 9
966 829 47
209 851 46
194 309 34
304 604 72
63 10 18
775 398 35
609 420 18
872 410 72
4 947 79
736 388 29
695 833 83
553 417 52
528 95 11
182 857 20
199 78 35
967 397 55
674 984 77
240 11 72
810 468 97
70 433 25
875 448 66
965 158 63
823 685 29
537 376 81
38 332 46
734 535 78
857 883 5
696 792 100
624 371 42
351 944 42
603 639 25
500 97 67
243 56 96
224 117 34
760 135 76
111 540 10
440 951 76
724 525 22
37 98 10
475 59 1
505 175 68
76 986 95
955 729 83
482 260 5
675 204 81
433 240 8
227 381 22
733 6 92
127 594 22
469 957 73
121 32 79
975 855 1
859 570 34
803 851 98
824 49 5
305 429 36
534 54 38
676 42 43
593 762 47
113 94 49
977 282 46
646 970 86
113 563 13
838 720 75
510 899 40
634 916 49
345 27 3
873 471 50
567 457 86
348 49 40
825 409 75
383 276 66
327 548 66
271 110 66
136 429 43
320 642 98
838 249 5
983 867 87
616 909 33
26 153 7
992 65 13
616 712 17
395 330 47
503 806 77
26 154 26
303 654 28
761 232 90
440 965 14
677 335 82
324 572 14
436 33 82
798 187 19
866 943 20
717 514 44
503 979 91
836 758 31
444 4 30
5 324 55
296 453 93
24 918 48
926 953 32
578 425 14
828 783 49
523 205 21
560 231 67
633 641 85
514 947 89
421 136 32
359 289 13
552 245 52
570 244 23
909 16 100
732 223 77
292 123 11
868 664 99
997 335 3
895 165 64
71 377 40
219 316 52
608 139 60
628 321 22
784 288 64
316 662 1
512 690 14
459 816 100
467 615 86
329 100 64
223 364 61
937 744 48
139 362 78
704 438 56
49 410 2
271 55 17
327 305 65
696 81 21
429 999 50
617 875 40
614 258 24
403 285 40
48 813 85
807 294 99
578 404 35
801 17 74
675 613 95
866 439 22
815 851 36
789 360 75
443 597 6
654 18 37
931 79 97
878 611 69
778 281 77
362 770 8
784 595 48
312 909 83
406 316 5
779 521 96
479 55 81
947 141 73
145 581 75
33 838 15
403 199 17
554 963 90
324 542 38
67 417 100
882 967 34
344 711 17
318 832 49
862 405 51
850 614 32
127 717 16
130 657 99
187 465 58
52 732 2
532 228 97
847 42 49
316 710 16
192 424 51
627 39 88
909 843 80
163 976 45
811 28 90
193 339 2
117 3 95
997 180 43
766 951 35
39 357 6
278 862 28
557 58 83
83 109 47
594 510 10
821 450 75
11 5 9
798 891 55
327 566 67
52 731 72
76 519 88
429 359 6
991 191 56
307 41 44
587 971 56
179 406 36
951 963 85
627 354 77
684 358 18
629 585 57
757 182 39
466 969 10
567 895 38
142 537 31
964 46 13
863 990 58
784 138 39
907 728 49
2 974 65
983 153 45
712 377 44
406 953 85
661 88 6
399 418 21
710 937 84
194 617 20
188 533 13
571 292 45
458 499 63
905 478 90
94 476 49
563 750 56
255 986 66
910 788 43
984 827 16
125 844 74
540 443 48
194 915 37
359 614 38
670 256 54
874 217 25
710 72 53
20 905 73
657 12 75
705 535 70
920 263 81
884 615 87
828 501 46
6 50 44
847 787 28
646 991 77
555 63 62
235 353 59
33 138 69
293 264 85
913 359 70
477 543 11
491 39 48
707 126 4
598 101 26
743 502 74
744 470 67
149 302 49
776 929 62
787 665 35
356 80 38
521 395 9
74 737 95
949 340 65
816 869 49
477 431 2
835 226 72
520 427 95
177 883 79
970 6 100
663 54 11
975 34 46
981 407 100
945 796 98
645 116 95
860 668 3
210 594 31
720 863 6
483 774 50
953 266 65
507 744 70
836 499 81
88 958 56
914 48 79
933 882 83
765 815 59
761 398 6
590 831 41
994 113 54
731 169 49
936 941 62
405 619 31
813 842 34
983 680 50
697 205 58
362 118 76
754 773 34
129 80 46
751 911 98
391 923 23
547 962 53
709 718 3
889 424 83
366 196 69
590 828 67
889 21 94
65 642 17
36 34 3
694 129 37
26 233 35
680 613 40
89 498 24
959 728 52
477 99 41
524 588 5
409 98 32
209 943 81
825 943 76
67 861 87
888 881 95
880 564 21
849 177 8
463 702 36
140 958 29
606 446 42
977 388 61
214 87 29
748 56 85
681 280 21
139 95 12
44 190 59
889 85 82
22 834 26
458 473 36
673 688 70
385 660 2
638 386 44
919 246 10
392 863 92
758 591 18
164 183 68
529 474 62
617 772 26
780 565 69
732 901 57
526 94 4
677 68 19
787 455 58
255 460 69
48 995 35
798 266 60
251 675 8
683 941 18
749 286 25
868 123 56
985 640 86
940 347 21
526 371 27
680 632 34
545 735 69
19 368 73
848 798 95
548 60 26
522 321 7
615 206 19
821 614 67
532 364 34
887 722 66
995 348 73
109 35 6
939 181 78
429 89 8
53 984 15
222 851 4
825 151 41
800 950 2
779 263 92
443 709 82
441 715 16
810 966 25
650 708 55
184 344 26
205 300 40
300 624 63
605 817 89
893 168 10
576 205 63
316 122 16
572 961 78
455 272 66
130 99 39
879 161 86
734 625 35
144 271 21
130 119 52
163 696 61
709 945 47
653 408 99
839 333 50
663 578 46
811 491 89
645 8 82
963 287 95
228 856 38
655 416 82
609 90 62
304 81 27
288 200 50
877 61 7
508 944 48
361 394 26
882 304 24
558 666 65
598 253 55
860 395 93
737 240 90
137 697 49
725 336 48
210 554 50
694 431 69
211 834 97
439 824 95
230 737 37
313 471 46
289 463 1
686 599 18
963 71 13
20 304 98
341 628 54
777 812 21
578 4 28
234 25 40
17 16 54
943 539 38
461 329 95
57 201 47
203 926 12
733 212 35
44 559 87
403 265 48
13 636 32
476 598 4
578 755 22
663 550 19
777 315 27
489 301 96
62 922 8
731 215 52
326 36 66
757 708 100
174 706 73
65 74 4
487 571 96
346 158 22
979 13 44
259 878 11
94 681 57
530 795 53
962 759 12
927 256 54
387 405 36
636 863 37
749 373 14
509 821 9
751 797 69
948 554 81
844 897 17
620 636 82
205 669 77
100 704 44
738 901 86
307 168 31
475 985 71
152 61 91
835 202 20
9 302 50
170 38 43
963 416 63
339 316 100
333 927 56
82 502 39
73 674 45
511 262 5
473 48 34
172 559 63
435 476 43
40 414 49
547 330 25
898 198 86
57 318 15
308 103 58
655 234 69
767 33 30
72 192 46
937 149 82
657 317 24
537 427 23
662 17 67
387 20 83
181 821 32
13 141 77
915 579 21
467 371 97
286 620 40
10 419 76
451 270 54
186 429 52
20 699 27
899 134 85
310 145 7
753 568 63
571 32 65
277 944 18
560 532 36
637 411 80
897 422 35
311 316 35
965 374 71
792 618 5
64 93 4
64 71 100
797 126 45
896 472 7
66 606 8
305 906 1
630 534 97
761 298 61
13 24 24
214 63 20
757 190 97
675 742 82
642 759 54
278 85 8
355 726 6
141 57 92
599 617 6
558 69 5
6 792 25
399 35 70
982 128 62
943 635 45
750 918 91
206 284 88
201 636 13
497 508 34
665 180 79
589 963 81
359 149 44
468 272 4
539 925 36
50 430 5
974 212 45
700 87 75
929 600 57
992 682 10
863 277 23
474 556 62
976 265 42
793 201 61
462 984 3
987 769 58
71 783 1
440 798 49
516 631 72
726 4 67
889 259 38
488 201 37
967 40 65
748 910 67
811 825 5
513 292 12
543 777 88
126 276 21
884 385 75
813 321 43
36 95 15
776 594 56
947 459 87
853 77 22
334 509 13
802 974 25
374 903 73
28 616 20
756 102 95
337 978 9
672 856 70
770 161 30
999 261 57
788 953 63
655 672 1
147 938 50
495 809 93
485 746 97
612 154 57
35 86 16
40 171 46
441 983 32
488 729 73
97 234 82
347 546 95
950 720 16
797 348 77
121 425 34
229 281 66
752 678 53
272 961 73
62 12 88
3 912 64
712 982 20
481 634 20
173 422 58
951 879 46
616 798 32
147 238 42
922 851 26
243 538 6
94 718 56
614 715 69
896 76 96
557 374 58
332 624 9
20 276 40
309 883 7
492 87 88
531 670 63
955 516 39
817 751 45
185 979 11
676 21 29
306 949 30
832 357 21
248 394 42
725 110 64
255 455 71
584 136 15
608 766 32
560 147 13
746 189 7
166 149 9
152 261 22
242 15 67
971 804 74
755 529 64
500 766 20
149 440 2
172 225 13
229 794 59
942 792 34
448 932 38
925 52 16
682 560 72
923 92 22
59 917 54
452 405 86
513 799 60
249 14 1
48 613 57
18 181 44
883 621 59
320 952 80
594 372 12
546 954 99
732 650 15
752 289 96
160 797 90
298 138 16
132 30 6
566 116 100
633 33 98
86 534 13
626 298 49
847 20 78
387 260 41
507 781 64
557 910 12
549 971 63
333 465 9
71 841 52
857 49 39
418 587 45
579 750 28
549 835 21
480 490 27
66 634 99
351 657 15
352 78 6
46 113 9
286 788 33
874 524 66
626 608 61
353 708 25
333 547 39
300 240 48
712 476 67
53 301 19
547 768 44
345 405 68
519 495 66
381 787 78
516 10 38
64 856 1
901 570 77
776 150 71
581 680 65
569 733 35
541 911 42
671 209 98
402 352 48
899 744 34
817 375 62
855 972 23
88 530 41
26 214 3
15 42 78
815 529 99
937 214 1
672 79 30
474 59 45
282 699 21
226 70 34
802 917 48
143 899 61
669 524 94
243 346 74
184 468 9
286 592 66
874 516 59
822 60 74
383 895 86
577 255 62
908 820 20
633 947 22
863 142 51
588 359 100
661 609 45
543 753 97
772 193 57
314 777 5
89 785 85
453 983 35
59 446 88
125 340 60
190 800 71
740 916 42
414 636 14
287 72 73
87 620 14
766 215 92
732 496 72
687 498 23
369 657 52
324 772 74
582 764 44
594 281 51
263 45 86
593 77 9
8 5 57
925 162 75
301 408 84
233 435 55
505 979 27
500 94 22
160 922 39
891 794 44
496 538 62
347 227 29
497 333 34
910 183 77
611 633 27
547 669 58
298 903 33
700 891 67
178 329 77
479 892 51
823 27 3
379 284 99
576 440 93
733 854 71
21 642 89
998 143 43
133 243 41
640 5 44
395 294 51
219 398 60
388 879 85
31 455 81
9 998 7
798 831 11
583 356 56
882 666 58
197 581 80
728 198 91
680 26 14
255 478 31
348 716 58
47 367 79
63 327 43
952 826 24
256 720 19
307 330 71
444 638 85
671 850 92
503 754 27
80 286 11
821 23 28
303 301 30
820 999 79
69 291 74
655 783 35
604 688 73
670 300 30
544 858 85
49 828 18
906 578 9
971 20 92
690 696 96
521 54 32
795 472 93
77 940 59
340 911 10
753 821 40
107 778 5
298 64 23
98 908 88
401 444 45
949 200 86
794 240 53
188 8 48
53 23 3
534 150 86
809 506 65
882 838 30
42 915 100
647 150 33
729 735 52
252 805 92
316 384 16
415 951 91
9 760 44
376 782 73
604 748 100
972 814 30
95 473 63
940 694 4
261 29 74
416 119 76
761 759 50
696 925 43
398 702 36
157 17 86
971 584 8
516 411 61
215 649 34
557 111 68
875 656 28
803 322 96
336 872 64
357 6 62
418 780 4
3 960 20
547 697 58
461 63 97
917 52 80
274 359 60
72 988 94
806 105 1
416 326 17
661 102 11
718 67 53
471 894 30
778 79 4
47 416 59
315 512 70
450 697 28
504 317 49
435 292 56
120 118 27
657 614 90
7 499 63
716 830 100
401 755 74
855 705 73
782 780 41
257 422 70
465 996 73
859 185 82
652 31 6
751 948 57
778 49 81
53 634 18
152 570 45
269 552 41
121 71 56
284 32 41
43 160 51
245 389 76
739 714 57
587 734 31
164 846 20
542 192 32
78 361 63
742 571 3
971 693 86
975 826 20
97 14 70
7 92 23
425 276 78
568 833 41
413 949 34
289 372 97
305 832 19
9 280 85
303 392 3
207 73 50
622 471 32
401 8 36
223 507 68
422 330 42
539 19 98
886 705 99
281 682 24
154 499 35
462 58 10
520 448 15
656 821 49
652 473 87
601 938 74
824 397 98
153 956 71
255 31 29
877 331 100
889 863 56
57 123 68
84 282 57
621 31 85
975 531 67
475 135 57
323 225 79
420 399 73
154 279 76
216 992 61
848 431 88
486 615 34
576 997 58
88 768 35
785 224 75
522 508 48
288 583 36
246 335 30
820 960 46
456 382 32
188 602 84
531 442 15
272 531 40
550 141 82
718 342 49
797 432 14
658 891 33
766 441 9
91 815 94
916 275 81
700 444 56
760 253 47
985 93 15
180 68 10
291 506 99
849 206 32
856 784 78
286 977 1
593 761 32
107 399 54
52 230 36
147 959 41
571 525 21
705 355 88
627 394 94
608 628 53
81 547 41
266 473 22
783 247 3
247 547 4
13 437 60
725 819 61
792 974 40
42 301 95
629 415 74
401 932 87
596 400 80
357 777 78
446 682 69
785 582 31
51 830 27
259 129 58
515 283 85
310 522 89
500 27 63
311 602 62
196 339 37
36 66 80
166 470 24
59 424 19
586 219 11
457 348 44
758 76 27
29 317 72
663 26 55
168 496 2
456 57 89
639 638 87
454 734 87
228 302 61
719 721 9
478 476 57
930 3 31
83 81 5
859 19 65
406 98 51
412 214 12
817 94 99
281 92 5
786 752 16
297 406 81
604 506 93
947 690 1
88 839 44
582 258 25
839 982 86
80 244 76
225 189 39
66 409 51
246 355 31
733 730 83
364 774 64
681 335 32
857 699 36
676 893 51
777 59 51
436 181 80
840 448 35
858 991 45
847 957 53
915 276 99
357 729 83
59 584 78
275 89 8
21 707 4
175 987 17
404 347 48
51 486 72
568 15 45
589 49 43
269 890 87
410 790 76
306 986 65
944 612 30
72 832 69
77 165 91
576 229 88
71 871 8
408 14 80
622 28 77
651 757 8
87 881 73
364 7 40
692 472 53
788 601 93
457 104 8
539 11 18
76 10 51
136 747 73
675 298 44
463 610 15
570 125 51
243 321 29
583 87 26
85 774 78
26 122 37
728 213 18
668 111 40
214 479 22
969 39 24
369 505 51
358 262 44
247 768 19
743 99 24
941 660 12
826 667 55
68 157 43
499 423 61
897 420 7
970 108 49
804 221 80
196 522 43
623 492 73
994 105 30
686 214 49
972 45 17
913 748 29
227 951 8
889 64 2
323 613 28
175 2 59
439 347 9
537 109 81
321 935 50
817 976 8
186 688 27
297 698 42
114 60 88
495 291 99
783 530 15
95 781 88
193 477 32
560 204 71
843 947 51
370 65 40
770 413 53
918 992 27
403 309 42
400 420 43
133 299 58
197 631 100
409 578 38
949 540 52
249 823 63
609 118 1
529 15 91
515 626 76
779 326 100
97 9 69
89 968 33
365 15 82
600 224 78
888 241 38
584 87 76
905 851 5
553 822 7
446 794 32
419 581 93
286 203 17
866 61 86
923 693 94
850 684 50
313 276 30
391 551 48
361 147 72
806 361 90
344 481 54
344 64 22
687 661 26
845 917 98
288 33 98
971 342 19
913 624 97
974 789 22
526 80 50
412 488 79
230 622 89
991 403 89
654 407 9
864 862 93
515 479 78
234 323 14
893 737 20
88 84 65
384 325 79
298 742 22
217 538 33
650 747 100
55 681 77
133 999 88
290 158 29
985 131 59
285 938 19
173 7 96
922 649 14
944 578 99
356 434 65
640 88 38
850 467 28
545 683 37
836 708 61
300 263 3
831 623 82
29 25 39
904 768 47
954 198 1
738 161 71
844 850 1
458 476 13
945 815 32
975 539 14
403 520 32
718 19 95
277 549 89
481 621 39
400 464 47
271 361 94
363 781 26
737 393 96
493 410 40
647 966 88
64 526 50
428 506 62
303 790 58
609 908 13
587 502 84
717 606 94
364 1 31
248 940 71
563 912 53
883 13 11
903 765 76
535 843 48
587 455 82
341 60 11
742 744 49
555 216 71
405 258 28
269 398 63
310 952 48
144 789 55
745 863 92
376 561 99
374 129 14
893 376 59
50 581 73
965 289 12
589 783 53
312 18 93
115 829 60
682 202 3
15 571 20
104 520 68
950 102 73
771 476 97
578 144 78
928 21 44
792 1 12
828 77 58
380 125 18
516 137 87
806 229 4
707 640 65
935 125 84
809 46 81
590 82 43
815 317 60
799 570 69
766 485 20
765 668 83
85 33 4
956 935 37
331 924 46
736 264 87
887 855 83
536 148 99
750 307 45
628 528 37
422 304 75
710 822 83
617 227 41
901 995 75
854 114 96
345 535 12
704 108 66
201 760 43
79 168 45
518 909 91
494 175 27
804 788 62
332 566 18
235 142 87
670 689 41
266 870 83
895 403 2
771 271 87
278 696 12
297 156 42
348 703 12
793 409 32
678 994 38
672 876 61
77 773 83
148 459 30
163 54 6
491 465 88
990 231 81
447 57 29
606 811 74
151 36 25
632 925 55
280 833 78
326 28 9
142 851 14
67 895 74
799 193 48
355 558 5
427 552 91
521 629 43
213 939 40
425 531 26
835 208 65
347 915 50
347 329 79
650 340 3
193 312 83
221 171 57
679 15 38
882 404 47
489 146 72
712 359 4
369 709 88
848 517 30
743 354 26
325 58 52
438 942 9
934 682 83
952 608 23
955 119 55
698 532 76
806 10 26
226 45 83
18 60 25
243 44 53
452 674 43
150 805 79
587 486 63
874 251 46
588 921 97
230 850 62
412 755 11
557 729 40
11 814 39
949 35 16
549 512 39
717 330 74
7 905 13
915 524 68
65 977 80
35 332 97
394 405 16
190 494 79
124 770 54
776 814 98
42 52 72
685 173 45
709 259 26
373 169 67
286 144 73
142 600 78
936 358 17
909 430 56
725 551 47
952 185 53
988 596 53
284 5 8
785 77 8
343 989 7
876 56 84
94 830 88
520 26 73
740 852 21
149 170 5
59 450 23
261 523 15
439 362 69
944 622 88
397 968 42
705 731 45
955 814 47
327 740 61
115 880 4
930 614 92
670 239 66
649 839 54
229 933 20
640 942 72
532 25 33
648 333 82
265 440 29
803 101 71
180 395 54
249 493 60
441 433 43
604 585 53
891 673 18
471 125 19
464 2 67
17 394 53
447 19 59
888 389 20
463 973 18
354 439 31
384 297 76
878 175 96
225 582 6
211 218 3
294 887 25
319 353 84
520 967 4
402 414 12
499 23 36
521 661 68
991 730 31
203 997 13
891 596 45
116 998 87
31 665 76
944 99 80
700 475 14
911 843 18
515 870 29
28 552 30
333 535 85
146 877 41
217 420 3
845 548 87
790 438 51
650 458 86
219 242 78
927 747 58
667 623 46
331 741 63
778 900 57
807 223 81
155 536 28
86 852 39
222 995 76
861 581 28
171 990 67
905 9 79
716 176 47
485 980 22
656 596 82
285 872 49
690 878 57
704 488 21
17 457 66
813 665 6
606 567 4
522 989 28
803 147 39
904 157 98
34 271 39
913 729 59
696 985 44
518 108 51
470 964 7
688 345 1
903 200 59
36 67 9
777 232 13
70 757 94
620 647 87
164 103 5
781 835 6
812 266 29
281 140 86
547 68 37
715 523 10
689 402 94
695 159 26
509 174 65
704 83 41
359 773 6
364 790 79
577 532 7
343 677 49
336 577 55
951 393 55
457 798 9
418 64 58
851 925 44
672 129 26
431 531 21
130 611 95
557 934 77
825 121 64
21 991 17
335 967 19
512 603 31
664 801 92
836 611 28
718 215 89
757 79 99
86 18 87
475 918 17
860 871 85
871 747 6
317 715 62
70 786 44
445 710 68
697 920 89
975 980 58
481 709 62
83 385 28
312 583 90
306 667 55
185 313 24
185 902 100
641 98 73
796 927 85
761 321 14
58 378 78
449 271 61
438 362 26
94 698 23
45 502 2
596 183 29
598 152 32
450 613 17
350 269 95
965 69 32
469 801 87
165 36 62
839 838 62
636 840 56
484 334 9
231 893 14
366 180 37
482 834 56
98 751 6
878 435 30
966 675 3
623 935 40
130 668 6
842 88 66
434 75 32
344 236 88
87 986 53
23 700 96
744 743 40
556 260 6
534 557 80
931 754 34
615 399 50
910 700 80
587 169 51
686 363 11
682 296 35
544 165 44
205 290 1
955 932 90
574 911 17
365 136 66
247 85 85
207 952 69
311 705 59
870 17 14
5 89 86
782 967 29
646 861 78
103 79 29
874 770 12
581 169 2
725 70 100
67 701 17
250 182 52
502 138 72
859 749 4
942 657 12
782 573 19
933 289 46
677 447 10
34 116 65
876 807 84
742 561 41
651 343 33
3 870 36
972 452 29
927 988 79
342 947 88
948 977 8
662 173 1
153 366 92
568 255 48
459 926 57
95 445 49
264 519 27
433 197 1
555 91 66
414 623 35
866 25 61
563 360 3
850 968 27
854 45 44
642 395 13
257 487 32
828 709 29
294 316 16
568 764 45
903 248 98
42 801 55
30 934 91
552 169 66
93 30 16
796 465 18
941 78 78
863 160 96
781 286 50
299 293 35
795 351 16
719 85 83
679 1000 81
607 69 18
355 179 49
83 73 1
767 809 21
782 736 78
696 828 53
682 224 59
910 681 77
820 376 60
341 414 61
535 257 33
84 136 35
475 722 13
908 746 23
682 516 100
201 589 50
627 450 81
433 403 61
7 444 30
935 165 92
191 83 67
50 54 3
975 590 50
938 421 20
960 350 65
312 70 6
237 280 21
253 898 13
442 927 13
801 989 96
524 323 89
361 52 90
54 560 74
994 849 26
403 601 31
597 209 24
349 623 8
321 635 6
538 866 43
931 51 64
651 104 27
702 254 96
439 438 35
588 860 3
37 527 98
50 20 33
753 444 54
438 669 17
132 181 55
306 253 58
519 640 72
912 23 12
923 385 49
783 56 62
960 713 8
29 688 24
653 504 74
152 960 2
411 57 31
132 130 29
503 586 59
690 364 97
149 557 24
663 888 7
346 394 92
512 993 65
822 847 23
165 250 76
473 856 76
820 109 68
178 17 49
421 682 91
605 906 74
268 601 15
364 985 14
970 521 29
129 980 71
85 142 74
654 313 13
790 772 64
592 240 25
528 9 22
75 577 90
675 974 19
269 389 20
366 301 32
842 551 33
103 443 32
712 837 8
517 534 94
425 621 75
390 891 6
806 671 53
362 954 31
716 849 96
708 532 36
614 183 95
606 762 84
661 38 70
884 533 53
951 152 45
657 12 80
49 448 91
698 344 55
162 950 53
618 598 39
506 454 85
550 627 98
903 589 38
439 97 1
670 947 35
319 735 90
634 398 67
716 356 10
937 566 19
647 840 71
754 749 33
895 99 8
363 688 33
266 786 15
566 111 11
926 940 44
341 561 76
364 853 42
431 353 84
457 681 56
545 84 74
931 10 70
287 51 7
334 234 95
395 792 98
75 619 41
49 861 8
819 205 66
943 129 52
184 875 29
341 868 52
216 761 55
263 342 43
847 204 63
820 299 62
86 936 77
383 890 58
197 74 26
340 1 27
124 164 8
86 270 83
991 159 89
695 225 4
569 189 66
854 72 51
843 666 55
514 169 30
256 769 89
865 941 14
457 705 11
644 514 58
236 719 91
382 831 36
61 762 55
847 96 46
264 722 29
802 27 11
822 844 66
445 58 27
89 526 74
318 404 98
614 736 94
105 386 18
680 471 79
835 882 89
892 749 67
684 11 54
711 434 9
458 870 57
28 501 32
614 3 91
983 838 26
561 733 46
11 296 3
338 365 63
835 562 92
459 708 87
719 295 92
740 61 94
909 238 41
373 473 63
39 631 8
889 399 25
539 587 55
572 764 33
177 68 88
570 212 27
342 841 37
350 308 97
204 504 83
894 418 8
271 281 11
564 425 37
582 374 22
119 367 99
86 686 63
393 342 27
984 532 78
906 787 98
739 996 51
911 278 58
121 390 77
289 692 86
422 544 36
957 403 83
3 30 26
773 252 49
245 559 21
293 134 97
913 377 51
92 91 15
635 176 81
90 388 91
805 158 2
62 935 80
57 892 7
518 509 22
503 795 11
491 409 58
26 531 20
344 652 5
728 948 36
708 250 16
342 111 46
49 59 60
924 947 54
367 964 21
440 438 9
307 889 61
169 74 61
916 96 98
689 643 19
690 306 78
401 420 66
654 28 60
946 963 99
364 340 26
768 560 30
925 37 10
38 932 6
392 881 9
355 631 89
793 502 83
696 146 41
81 721 66
749 717 19
419 207 34
947 869 81
741 648 19
135 592 22
888 519 22
500 720 68
280 136 70
50 936 87
701 971 47
49 903 14
381 584 43
436 450 67
371 409 6
970 273 49
775 407 62
732 350 96
509 337 34
588 715 20
693 625 39
14 619 38
484 831 52
830 907 41
473 452 72
648 293 79
800 101 1
19 597 76
570 81 48
864 640 58
709 629 93
983 271 56
139 402 23
527 758 31
35 173 57
827 988 34
673 726 97
272 765 3
914 419 25
16 288 90
455 593 61
581 393 32
496 883 50
842 753 42
14 395 10
7 95 33
104 278 49
56 252 2
814 913 13
194 336 40
946 529 32
959 436 30
394 916 87
885 616 50
656 203 96
424 739 68
934 2 22
658 16 10
24 486 1
100 336 6
421 558 75
73 324 72
449 732 28
369 174 69
12 368 26
807 501 35
599 990 63
835 652 83
337 377 10
641 543 14
795 336 79
612 398 60
39 253 95
619 187 1
448 730 63
719 68 67
540 556 1
352 23 63
213 516 23
319 810 15
639 405 94
739 769 21
899 229 14
174 827 39
602 292 52
154 615 75
525 479 9
310 788 77
910 6 58
346 956 57
262 849 37
126 534 12
593 846 37
251 800 58
544 533 59
11 778 16
558 614 78
983 48 88
800 82 81
864 156 8
607 89 35
689 579 18
630 2 44
175 645 37
267 952 59
701 724 49
298 729 94
250 172 77
648 398 92
251 981 38
533 121 43
813 224 18
283 55 54
623 492 46
68 912 58
772 834 1
345 393 95
598 197 33
858 140 15
425 519 8
331 198 91
881 47 48
213 717 24
20 477 73
621 684 60
50 433 54
844 838 24
734 740 13
436 761 72
944 199 25
323 956 84
650 488 95
692 525 23
599 65 22
456 452 98
639 288 24
696 30 12
81 351 16
164 208 3
969 519 32
386 229 3
363 73 39
154 976 59
833 299 46
93 56 6
340 530 55
893 664 16
656 899 55
617 492 62
125 916 86
787 150 66
954 94 19
491 33 58
310 868 50
134 850 50
742 766 31
246 156 71
378 867 53
784 180 32
916 520 26
65 103 66
47 846 92
233 60 63
858 932 12
227 990 43
700 477 11
980 968 65
95 922 91
93 103 1
289 46 56
175 998 69
650 120 49
368 100 34
319 567 100
901 736 1
850 89 9
562 839 28
790 178 34
992 847 3
989 689 100
350 988 57
55 917 65
985 379 96
148 423 66
829 534 3
783 602 29
16 824 2
331 822 78
55 112 4
558 109 67
628 335 81
846 253 92
752 171 20
989 422 65
696 447 71
732 510 22
593 922 75
429 556 21
39 129 23
8 967 65
508 788 42
10 565 17
892 327 44
691 835 27
150 50 63
307 128 70
55 414 97
102 493 52
400 131 5
681 203 3
1000 587 45
785 71 40
694 714 7
310 193 19
503 448 68
961 787 82
885 204 51
15 823 100
445 245 66
243 122 19
701 53 61
619 545 35
467 337 65
831 124 79
704 575 75
897 761 98
931 291 17
44 489 23
802 424 91
679 696 62
979 542 94
571 405 57
701 287 21
73 525 5
719 227 46
527 181 88
66 816 61
676 457 85
39 675 41
360 896 58
224 470 44
86 497 44
201 505 39
977 174 100
817 596 16
569 617 60
156 530 13
438 320 18
41 948 9
305 637 61
120 304 26
110 79 82
949 528 17
